File,LOC,CC,MaxCC,NPM,NOC,Imports,Label
jax/_src/scipy/fft.py,502,79,19,9,0,13,0
jax/_src/scipy/integrate.py,67,1,1,1,0,4,0
jax/_src/scipy/__init__.py,13,0,0,0,0,0,0
jax/_src/scipy/linalg.py,3369,263,16,134,0,21,0
jax/_src/scipy/ndimage.py,180,22,13,9,0,12,0
jax/_src/scipy/special.py,3926,184,6,153,0,24,1
jax/_src/scipy/optimize/_lbfgs.py,244,11,7,8,1,12,0
jax/_src/scipy/optimize/__init__.py,13,0,0,0,0,0,0
jax/_src/scipy/optimize/line_search.py,443,17,8,10,3,10,1
jax/_src/scipy/optimize/bfgs.py,188,3,2,3,1,12,1
jax/_src/scipy/optimize/minimize.py,133,6,5,1,1,7,0
jax/_src/scipy/stats/logistic.py,204,6,1,6,0,6,0
jax/_src/scipy/stats/multinomial.py,83,3,2,2,0,7,0
jax/_src/scipy/stats/gumbel_r.py,257,7,1,7,0,8,0
jax/_src/scipy/stats/norm.py,284,8,1,8,0,7,0
jax/_src/scipy/stats/uniform.py,148,4,1,4,0,5,0
jax/_src/scipy/stats/laplace.py,109,3,1,3,0,4,0
jax/_src/scipy/stats/beta.py,262,6,1,6,0,7,1
jax/_src/scipy/stats/_core.py,311,26,14,6,1,11,0
jax/_src/scipy/stats/vonmises.py,79,2,1,2,0,6,0
jax/_src/scipy/stats/chi2.py,267,6,1,6,0,7,0
jax/_src/scipy/stats/t.py,89,2,1,2,0,5,0
jax/_src/scipy/stats/kde.py,285,47,12,20,1,14,0
jax/_src/scipy/stats/nbinom.py,86,2,1,2,0,7,0
jax/_src/scipy/stats/expon.py,269,7,1,7,0,5,0
jax/_src/scipy/stats/__init__.py,13,0,0,0,0,0,0
jax/_src/scipy/stats/multivariate_normal.py,102,7,6,2,0,8,1
jax/_src/scipy/stats/geom.py,81,2,1,2,0,7,0
jax/_src/scipy/stats/poisson.py,245,7,1,7,0,8,0
jax/_src/scipy/stats/gumbel_l.py,256,7,1,7,0,7,0
jax/_src/scipy/stats/dirichlet.py,100,8,5,4,0,7,1
jax/_src/scipy/stats/gennorm.py,103,3,1,3,0,3,0
jax/_src/scipy/stats/wrapcauchy.py,82,2,1,2,0,6,0
jax/_src/scipy/stats/pareto.py,313,7,1,7,0,6,0
jax/_src/scipy/stats/gamma.py,237,6,1,6,0,7,1
jax/_src/scipy/stats/truncnorm.py,296,8,1,8,0,7,0
jax/_src/scipy/stats/bernoulli.py,157,4,1,4,0,7,0
jax/_src/scipy/stats/betabinom.py,98,2,1,2,0,8,0
jax/_src/scipy/stats/binom.py,90,2,1,2,0,7,0
jax/_src/scipy/stats/cauchy.py,293,8,1,8,0,6,0
jax/_src/scipy/sparse/__init__.py,13,0,0,0,0,0,0
jax/_src/scipy/sparse/linalg.py,761,50,9,42,0,13,0
jax/_src/scipy/spatial/transform.py,463,82,8,40,2,10,0
jax/_src/scipy/spatial/__init__.py,13,0,0,0,0,0,0
jax/_src/scipy/cluster/vq.py,75,4,4,1,0,7,0
jax/_src/scipy/cluster/__init__.py,13,0,0,0,0,0,0
jax/_src/debugger/colab_debugger.py,254,51,6,29,4,12,0
jax/_src/debugger/web_debugger.py,106,17,3,8,1,11,0
jax/_src/debugger/colab_lib.py,165,38,4,23,4,9,0
jax/_src/debugger/__init__.py,21,0,0,0,0,4,0
jax/_src/debugger/cli_debugger.py,170,32,5,17,1,7,0
jax/_src/debugger/core.py,230,37,9,14,4,13,0
